scenario_idx,alert_idx,cluster,time,raw_time,name,short,host,ip,event_label,hierarchical_event_label,is_attack
0,58,16,1739151647.0,1739151647.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,59,16,1739151652.0,1739151652.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,60,16,1739151657.0,1739151657.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,61,16,1739151657.0,1739151657.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,62,17,1739151792.0,1739151792.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,whittaker_mail,192.168.131.228,-,-,False
0,63,18,1739152074.0,1739152074.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,miller_mail,192.168.129.212,-,-,False
0,64,19,1739154135.0,1739154135.702673,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,cloud_share,172.17.129.140,-,-,False
0,65,19,1739154135.0,1739154135.702673,Wazuh: IDS event.,Wazuh: IDS event.,cloud_share,172.17.129.140,-,-,False
0,66,19,1739154135.0,1739154135.703423,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,inet-firewall,10.35.32.1,-,-,False
0,67,19,1739154135.0,1739154135.703423,Wazuh: IDS event.,Wazuh: IDS event.,inet-firewall,10.35.32.1,-,-,False
0,68,19,1739154135.0,1739154135.707446,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,cloud_share,172.17.129.140,-,-,False
0,69,19,1739154135.0,1739154135.707446,Wazuh: IDS event.,Wazuh: IDS event.,cloud_share,172.17.129.140,-,-,False
0,70,19,1739154135.0,1739154135.708266,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,inet-firewall,10.35.32.1,-,-,False
0,71,19,1739154135.0,1739154135.708266,Wazuh: IDS event.,Wazuh: IDS event.,inet-firewall,10.35.32.1,-,-,False
0,72,19,1739154135.0,1739154135.733877,Wazuh: IDS event.,Wazuh: IDS event.,cloud_share,172.17.129.140,-,-,False
0,73,19,1739154135.0,1739154135.733877,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,cloud_share,172.17.129.140,-,-,False
0,74,19,1739154135.0,1739154135.734638,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,inet-firewall,10.35.32.1,-,-,False
0,75,19,1739154135.0,1739154135.734638,Wazuh: IDS event.,Wazuh: IDS event.,inet-firewall,10.35.32.1,-,-,False
0,76,19,1739154135.0,1739154135.762796,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,cloud_share,172.17.129.140,-,-,False
0,77,19,1739154135.0,1739154135.762796,Wazuh: IDS event.,Wazuh: IDS event.,cloud_share,172.17.129.140,-,-,False
0,78,19,1739154135.0,1739154135.763545,Wazuh: Multiple IDS alerts for same id.,Wazuh: Multiple IDS alerts for same id.,inet-firewall,10.35.32.1,-,-,False
0,79,19,1739154135.0,1739154135.763545,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,inet-firewall,10.35.32.1,-,-,False
0,80,19,1739154135.0,1739154135.822578,Wazuh: IDS event.,Wazuh: IDS event.,cloud_share,172.17.129.140,-,-,False
0,81,19,1739154135.0,1739154135.822578,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,cloud_share,172.17.129.140,-,-,False
0,82,19,1739154135.0,1739154135.82276,Wazuh: IDS event.,Wazuh: IDS event.,inet-firewall,10.35.32.1,-,-,False
0,83,19,1739154135.0,1739154135.82276,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,inet-firewall,10.35.32.1,-,-,False
0,84,19,1739154135.0,1739154135.843323,Wazuh: IDS event.,Wazuh: IDS event.,cloud_share,172.17.129.140,-,-,False
0,85,19,1739154135.0,1739154135.843323,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,cloud_share,172.17.129.140,-,-,False
0,86,19,1739154135.0,1739154135.844117,Wazuh: IDS event.,Wazuh: IDS event.,inet-firewall,10.35.32.1,-,-,False
0,87,19,1739154135.0,1739154135.844117,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,inet-firewall,10.35.32.1,-,-,False
0,88,20,1739154765.0,1739154765.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,jonesmorgan_mail,192.168.128.170,-,-,False
0,89,21,1739155079.0,1739155079.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,taylorcruz_mail,192.168.128.195,-,-,False
0,90,22,1739155257.0,1739155257.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,91,22,1739155262.0,1739155262.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,92,22,1739155267.0,1739155267.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,93,22,1739155272.0,1739155272.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,94,22,1739155277.0,1739155277.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,95,22,1739155277.0,1739155277.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,96,23,1739155392.0,1739155392.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,whittaker_mail,192.168.131.228,-,-,False
0,97,24,1739155674.0,1739155674.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,miller_mail,192.168.129.212,-,-,False
0,98,25,1739158365.0,1739158365.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,jonesmorgan_mail,192.168.128.170,-,-,False
0,99,26,1739158679.0,1739158679.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,taylorcruz_mail,192.168.128.195,-,-,False
0,100,27,1739158877.0,1739158877.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,101,27,1739158882.0,1739158882.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,102,27,1739158887.0,1739158887.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,103,27,1739158892.0,1739158892.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,104,27,1739158897.0,1739158897.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,105,27,1739158897.0,1739158897.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,106,28,1739158992.0,1739158992.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,whittaker_mail,192.168.131.228,-,-,False
0,107,29,1739159274.0,1739159274.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,miller_mail,192.168.129.212,-,-,False
0,108,30,1739160041.0,1739160041.650457,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,inet-firewall,10.35.32.1,-,-,False
0,109,31,1739160041.0,1739160041.650457,Wazuh: IDS event.,Wazuh: IDS event.,inet-firewall,10.35.32.1,-,-,False
0,110,31,1739160041.0,1739160041.650457,Wazuh: IDS event.,Wazuh: IDS event.,intranet_server,10.35.35.206,-,-,False
0,111,30,1739160041.0,1739160041.650457,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,intranet_server,10.35.35.206,-,-,False
0,112,31,1739160041.0,1739160041.656837,Wazuh: IDS event.,Wazuh: IDS event.,inet-firewall,10.35.32.1,-,-,False
0,113,30,1739160041.0,1739160041.656837,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,inet-firewall,10.35.32.1,-,-,False
0,114,31,1739160041.0,1739160041.656929,Wazuh: IDS event.,Wazuh: IDS event.,intranet_server,10.35.35.206,-,-,False
0,115,30,1739160041.0,1739160041.656929,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,intranet_server,10.35.35.206,-,-,False
0,116,30,1739160041.0,1739160041.684541,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,inet-firewall,10.35.32.1,-,-,False
0,117,31,1739160041.0,1739160041.684541,Wazuh: IDS event.,Wazuh: IDS event.,inet-firewall,10.35.32.1,-,-,False
0,118,31,1739160041.0,1739160041.684573,Wazuh: IDS event.,Wazuh: IDS event.,intranet_server,10.35.35.206,-,-,False
0,119,30,1739160041.0,1739160041.684573,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,intranet_server,10.35.35.206,-,-,False
0,120,31,1739160041.0,1739160041.785053,Wazuh: IDS event.,Wazuh: IDS event.,inet-firewall,10.35.32.1,-,-,False
0,121,30,1739160041.0,1739160041.785053,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,inet-firewall,10.35.32.1,-,-,False
0,122,31,1739160041.0,1739160041.794936,Wazuh: IDS event.,Wazuh: IDS event.,inet-firewall,10.35.32.1,-,-,False
0,123,30,1739160041.0,1739160041.794936,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,inet-firewall,10.35.32.1,-,-,False
0,124,30,1739160041.0,1739160041.794958,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,intranet_server,10.35.35.206,-,-,False
0,125,31,1739160041.0,1739160041.794958,Wazuh: Multiple IDS alerts for same id.,Wazuh: Multiple IDS alerts for same id.,intranet_server,10.35.35.206,-,-,False
0,126,30,1739160041.0,1739160041.828235,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,intranet_server,10.35.35.206,-,-,False
0,127,31,1739160041.0,1739160041.828235,Wazuh: IDS event.,Wazuh: IDS event.,intranet_server,10.35.35.206,-,-,False
0,128,31,1739160042.0,1739160042.414353,Wazuh: IDS event.,Wazuh: IDS event.,inet-firewall,10.35.32.1,-,-,False
0,129,30,1739160042.0,1739160042.414353,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,inet-firewall,10.35.32.1,-,-,False
0,130,31,1739160042.0,1739160042.415651,Wazuh: IDS event.,Wazuh: IDS event.,intranet_server,10.35.35.206,-,-,False
0,131,30,1739160042.0,1739160042.415651,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,S-Flw-Apt,intranet_server,10.35.35.206,-,-,False
0,132,32,1739161965.0,1739161965.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,jonesmorgan_mail,192.168.128.170,-,-,False
0,133,33,1739162279.0,1739162279.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,taylorcruz_mail,192.168.128.195,-,-,False
0,134,34,1739162497.0,1739162497.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,135,34,1739162502.0,1739162502.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,136,34,1739162507.0,1739162507.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,137,34,1739162512.0,1739162512.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,138,34,1739162517.0,1739162517.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,139,34,1739162517.0,1739162517.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,140,35,1739162592.0,1739162592.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,whittaker_mail,192.168.131.228,-,-,False
0,141,36,1739162874.0,1739162874.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,miller_mail,192.168.129.212,-,-,False
0,142,37,1739163619.0,1739163619.0,AMiner: Unusual occurrence frequencies of query records in DNS logs.,A-Dns-Frq,inet-dns,192.168.255.254,-,-,False
0,143,38,1739165101.0,1739165101.0,AMiner: New event type.,A-All-Evt,inet-dns,192.168.255.254,-,-,False
0,144,38,1739165101.0,1739165101.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,145,38,1739165102.0,1739165102.0,AMiner: New event type.,A-All-Evt,mail,172.17.131.81,-,-,False
0,146,38,1739165102.0,1739165102.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,taylorcruz_mail,192.168.128.195,-,-,False
0,147,38,1739165106.0,1739165106.0,AMiner: New event type.,A-All-Evt,webserver,172.17.130.37,-,-,False
0,148,38,1739165107.0,1739165107.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,149,38,1739165107.0,1739165107.95,AMiner: New event type.,A-All-Evt,webserver,172.17.130.37,-,-,False
0,150,38,1739165109.0,1739165109.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,miller_mail,192.168.129.212,-,-,False
0,151,38,1739165110.0,1739165110.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,whittaker_mail,192.168.131.228,-,-,False
0,152,38,1739165111.0,1739165111.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,jonesmorgan_mail,192.168.128.170,-,-,False
0,153,38,1739165112.0,1739165112.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,154,38,1739165117.0,1739165117.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,155,38,1739165122.0,1739165122.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,156,38,1739165122.0,1739165122.0,Wazuh: ClamAV database update,Wazuh: ClamAV database update,mail,172.17.131.81,-,-,False
0,157,39,1739167210.0,1739167210.0,AMiner: Unusual occurrence frequencies of query records in DNS logs.,A-Dns-Frq,inet-dns,192.168.255.254,-,-,False
0,158,40,1739167974.0,1739167974.0,AMiner: Unusual occurrence frequencies of Apache Access request methods.,A-Acc-Clc,taylorcruz_mail,192.168.128.195,-,-,False
0,159,40,1739167981.0,1739167981.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,160,40,1739167981.0,1739167981.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,161,40,1739167981.0,1739167981.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,162,40,1739167981.0,1739167981.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,163,40,1739167981.0,1739167981.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,164,40,1739167981.0,1739167981.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,165,40,1739167982.0,1739167982.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,166,40,1739167982.0,1739167982.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,167,40,1739167982.0,1739167982.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,168,40,1739167982.0,1739167982.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,169,40,1739167982.0,1739167982.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,170,40,1739167982.0,1739167982.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,171,41,1739168004.0,1739168004.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,172,41,1739168004.0,1739168004.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,173,41,1739168004.0,1739168004.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,174,41,1739168012.0,1739168012.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,175,41,1739168012.0,1739168012.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,176,41,1739168012.0,1739168012.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,177,41,1739168013.0,1739168013.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,178,41,1739168013.0,1739168013.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,179,41,1739168013.0,1739168013.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,180,41,1739168014.0,1739168014.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,181,41,1739168014.0,1739168014.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,182,41,1739168014.0,1739168014.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,183,42,1739168048.0,1739168048.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,184,42,1739168048.0,1739168048.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
0,185,42,1739168048.0,1739168048.0,Wazuh: Dovecot Authentication Success.,Wazuh: Dovecot Authentication Success.,taylorcruz_mail,192.168.128.195,-,-,False
